PARM = HOUR;PRES;HGHT;TMPC;DWPC;SSTC;SPED;DRCT

STID     DATTIM         HOUR    PRES    HGHT    TMPC    DWPC    SSTC    SPED    DRCT
F0000000 930618/2100 21.8083 1013.72    0.41   17.49   11.84   18.61    0.00  360.00
F0000001 930618/2100 21.8111 1013.69    0.41   17.48   11.92   18.60    0.00  360.00
F0000002 930618/2100 21.8139 1013.72    0.41   17.50   11.89   18.57    0.00  360.00
F0000003 930618/2100 21.8167 1013.72    0.41   17.50   11.88   18.65    0.00  360.00
F0000004 930618/2100 21.8194 1013.72    0.41   17.51   11.90   18.81    0.00  360.00
F0000005 930618/2100 21.8222 1013.72    0.41   17.42   11.84   18.99    0.00  360.00
F0000006 930618/2100 21.8250 1013.75    0.41   17.26   11.80   22.57    0.00  360.00
F0000007 930618/2100 21.8278 1013.85    0.41   17.13   11.79   22.94    0.00  360.00
F0000008 930618/2100 21.8306 1013.85    0.41   17.25   11.79   22.66    0.00  360.00
F0000009 930618/2100 21.8333 1013.92    0.41   17.08   11.81   22.76    0.00  360.00
F0000010 930618/2100 21.8361 1014.02    0.41   17.06   11.80   22.41    0.00  360.00
F0000011 930618/2100 21.8389 1014.02    0.41   17.06   11.82   22.72    0.00  360.00
F0000012 930618/2100 21.8417 1013.99    0.41   17.14   11.78   22.30    0.00  360.00
F0000013 930618/2100 21.8444 1014.02    0.41   17.24   11.76   22.14    0.00  360.00
F0000014 930618/2100 21.8472 1014.16    0.41   17.03   11.74   22.92    0.00  360.00
F0000015 930618/2100 21.8500 1014.19    0.41   17.02   11.75   23.00    0.00  360.00
F0000016 930618/2100 21.8528 1014.40    0.41   17.01   11.73   21.79    0.00  360.00
F0000017 930618/2100 21.8556 1014.36    0.41   16.90   11.80   22.11    0.00  360.00
F0000018 930618/2100 21.8583 1014.46    0.41   16.92   11.88   21.80    0.00  360.00
F0000019 930618/2100 21.8611 1014.50    0.41   16.89   11.95   22.00    0.00  360.00
F0000020 930618/2100 21.8639 1014.56    0.41   16.95   12.03   22.41    0.00  360.00
F0000021 930618/2100 21.8667 1014.60    0.41   16.89   12.07   21.98    0.00  360.00
F0000022 930618/2100 21.8694 1014.73    0.41   16.90   12.10   21.46    0.00  360.00
F0000023 930618/2100 21.8722 1014.80    0.41   16.85   12.09   22.30    0.00  360.00
F0000024 930618/2100 21.8750 1014.87    0.41   16.82   12.13   22.55    0.00  360.00
F0000025 930618/2100 21.8778 1014.94    0.41   16.82   12.15   21.95    0.00  360.00
F0000026 930618/2100 21.8806 1015.01    0.41   16.91   12.15   22.19    0.00  360.00
F0000027 930618/2100 21.8833 1015.11    0.41   16.76   12.20   22.37    0.00  360.00
F0000028 930618/2100 21.8861 1015.21    0.41   16.74   12.22   22.13    0.00  360.00
F0000029 930618/2100 21.8889 1015.28    0.41   16.73   12.22   20.37    0.00  360.00
F0000030 930618/2100 21.8917 1015.31    0.41   16.76   12.22   22.14    0.00  360.00
F0000031 930618/2100 21.8944 1015.34    0.41   16.78   12.17   21.77    0.00  360.00
F0000032 930618/2100 21.8972 1015.38    0.41   16.84   12.03   20.93    0.00  360.00
F0000033 930618/2100 21.9000 1015.38    0.41   16.89   11.97   21.46    0.00  360.00
F0000034 930618/2100 21.9028 1015.24    0.41   16.94   12.04   22.00    0.00  360.00
F0000035 930618/2100 21.9056 1015.28    0.41   16.93   12.26   21.91    0.00  360.00
F0000036 930618/2100 21.9083 1015.51    0.41   17.47   12.26   21.56    0.00  360.00
F0000037 930618/2100 21.9111 1015.77    0.41   17.62   12.01   21.57    1.07   78.47
F0000038 930618/2100 21.9139 1016.65    0.87   17.63   12.04   20.92    2.35  109.09
F0000039 930618/2100 21.9167 1010.37   39.01   17.10   12.20   21.31    2.17   72.38
F0000040 930618/2100 21.9194 1005.68   86.36   16.72   12.17   17.28    3.34   72.38
F0000041 930618/2100 21.9222  999.36  156.86   16.21   11.86   17.34    5.08   69.82
F0000042 930618/2100 21.9250  995.63  258.68   15.94   12.04   17.28    3.47   84.23
F0000043 930618/2100 21.9278  994.25  273.10   15.77   12.11   17.02    5.22   78.92
F0000044 930618/2100 21.9306  990.38  306.79   15.49   12.08   17.21    5.72   84.23
F0000045 930618/2100 21.9333  983.35  366.73   14.96   11.71   17.54    5.31   82.06
F0000046 930618/2100 21.9361  975.58  433.78   14.37   11.54   17.49    5.62   78.27
F0000047 930618/2100 21.9389  965.67  520.66   13.58   11.08   17.48    4.45   83.18
F0000048 930618/2100 21.9417  956.32  601.89   13.22    9.09   17.49    4.18   88.79
F0000049 930618/2100 21.9444  948.71   21.58   12.70    8.32   17.51    3.82   81.65
F0000050 930618/2100 21.9472  942.53   21.58   12.36    7.60   17.37    4.56   85.96
F0000051 930618/2100 21.9500  937.86  189.88   12.19    6.20   17.31    4.41   82.84
F0000052 930618/2100 21.9528  932.87  814.19   12.40    4.69   17.17    4.44   82.12
F0000053 930618/2100 21.9556  927.48  863.54   12.17    4.92   17.20    4.20   73.18
F0000054 930618/2100 21.9583  919.45  934.24   11.74    4.94   17.26    3.83   61.57
F0000055 930618/2100 21.9611  911.19 1010.74   11.26    5.16   17.17    3.85   58.72
F0000056 930618/2100 21.9639  901.67 1097.01   10.61    7.75   17.12    3.03   32.19
F0000057 930618/2100 21.9667  891.24 1194.80   10.02    7.00   16.81    4.02   22.20
F0000058 930618/2100 21.9694  881.51 1286.74    9.53    6.09   16.58    4.55   19.80
F0000059 930618/2100 21.9722  874.47 1351.60    9.01    6.34   17.01    4.21    5.84
F0000060 930618/2100 21.9750  871.36 1380.46    8.73    6.24   16.86    4.43    2.01
F0000061 930618/2100 21.9778  868.33 1409.12    8.52    6.03   16.97    4.43  356.17
F0000062 930618/2100 21.9806  865.14 1439.52    8.50    5.76   16.93    4.63  353.43
F0000063 930618/2100 21.9833  854.70 1541.53    7.82    5.44   16.54    3.87  346.01
F0000064 930618/2100 21.9861  844.82 1637.40    7.11    5.03   16.47    3.58  337.69
F0000065 930618/2100 21.9889  835.49 1727.99    6.49    4.96   16.22    3.24  335.60
F0000066 930618/2100 21.9917  829.73 1787.01    6.06    5.09   16.53    3.10  327.32
F0000067 930618/2100 21.9944  828.22 1801.00    6.06    4.91   16.55    3.09  323.24
F0000068 930618/2100 21.9972  825.72 1826.18    6.07    4.86   16.29    3.16  312.16
F0000069 930618/2100 22.0000  822.54 1859.54    7.22    1.44   15.84    4.56  311.23
F0000070 930618/2100 22.0028  816.38 1922.26    7.85   -0.80   16.15    3.28  317.42
F0000071 930618/2100 22.0056  808.72 1999.10    8.17    0.29   16.33    4.39  330.91
F0000072 930618/2100 22.0083  801.42 2072.08    7.87    1.83   15.95    4.34  300.75
F0000073 930618/2100 22.0111  795.56 2132.25    7.45    3.25   16.29    5.59  293.24
F0000074 930618/2100 22.0139  792.44 2164.16    7.25    3.16   15.63    5.72  285.73
F0000075 930618/2100 22.0167  789.89 2190.06    7.39    3.68   16.00    5.86  279.71
F0000076 930618/2100 22.0194  784.01 2252.29    6.95    3.54   16.02    5.54  287.02
F0000077 930618/2100 22.0222  777.26 2324.93    6.60    2.56   15.84    5.00  283.77
F0000078 930618/2100 22.0250  772.02 2380.57    6.32    2.59   15.58    4.58  276.16
F0000079 930618/2100 22.0278  767.47 2429.17    6.20    1.06   15.85    4.59  280.49
F0000080 930618/2100 22.0306  762.35 2484.02    5.94   -0.40   15.72    5.54  277.16
F0000081 930618/2100 22.0333  757.11 2540.33    5.51   -0.85   15.57    5.55  277.09
F0000082 930618/2100 22.0361  750.99 2605.84    5.15   -0.48   14.96    4.68  286.27
F0000083 930618/2100 22.0389  743.97 2682.39    4.51   -0.41   15.30    3.86  293.13
F0000084 930618/2100 22.0417  736.92 2759.39    4.02   -0.93   15.42    4.91  299.07
F0000085 930618/2100 22.0444  732.19 2811.65    3.50   -0.96   15.33    4.12  301.30
F0000086 930618/2100 22.0472  729.75 2838.74    3.27   -0.78   15.10    4.52  303.88
F0000087 930618/2100 22.0500  726.61 2872.63    2.97   -1.29   15.42    4.59  305.04
F0000088 930618/2100 22.0528  721.74 2927.79    2.69   -1.47   14.94    5.01  316.91
F0000089 930618/2100 22.0556  715.85 2993.76    2.16    0.30   14.91    4.77  332.56
F0000090 930618/2100 22.0583  709.18 3071.56    1.62    0.55   14.90    4.15  343.05
F0000091 930618/2100 22.0611  703.49 3136.31    1.19   -0.33   14.58    2.57  343.39
F0000092 930618/2100 22.0639  698.90 3188.96    0.85   -1.21   15.44    2.22  330.98
F0000093 930618/2100 22.0667  695.54 3227.51    0.55   -1.77   14.87    1.88  310.15
F0000094 930618/2100 22.0694  693.39 3253.89    0.38   -2.19   14.56    2.25  290.93
F0000095 930618/2100 22.0722  689.67 3298.11    0.09   -2.55   14.84    2.76  286.42
F0000096 930618/2100 22.0750  683.75 3365.83   -0.42   -3.35   14.73    2.80  289.14
F0000097 930618/2100 22.0778  679.16 3421.06   -0.92   -3.05   14.88    2.49  291.48
F0000098 930618/2100 22.0806  675.43 3465.02   -1.24   -3.49   14.84    2.11  288.84
F0000099 930618/2100 22.0833  671.14 3514.20   -1.71   -3.62   15.29    1.79  284.07
F0000100 930618/2100 22.0861  666.64 3567.79   -1.92   -4.40   14.59    1.75  331.70
F0000101 930618/2100 22.0889  661.64 3626.76   -2.39   -4.86   14.50    1.71  345.55
F0000102 930618/2100 22.0917  658.18 3666.82   -2.71   -5.12   14.90    2.00  346.90
F0000103 930618/2100 22.0944  655.35 3701.90   -2.96   -5.22   14.63    2.34  353.22
F0000104 930618/2100 22.0972  652.37 3739.68   -3.05   -5.38   14.94    3.09  344.45
F0000105 930618/2100 22.1000  649.08 3777.46   -3.30   -5.15   14.29    3.00  349.00
F0000106 930618/2100 22.1028  645.33 3825.67   -3.60   -5.43   14.93    2.56    2.28
F0000107 930618/2100 22.1056  640.67 3882.54   -4.01   -5.90   14.78    2.94   18.69
F0000108 930618/2100 22.1083  635.86 3941.17   -4.48   -6.03   14.73    2.66   16.23
F0000109 930618/2100 22.1111  632.99 3975.62   -4.83   -5.99   14.63    2.60  359.67
F0000110 930618/2100 22.1139  630.57 4006.77   -5.17   -6.37   14.14    2.13    7.38
F0000111 930618/2100 22.1167  629.75 4016.95   -5.24   -6.49   14.40    2.61  353.35
F0000112 930618/2100 22.1194  628.92 4030.38   -5.26   -6.71   14.32    2.42   11.54
F0000113 930618/2100 22.1222  624.06 4088.21   -5.63   -6.93   14.59    1.91   14.62
F0000114 930618/2100 22.1250  618.71 4155.90   -5.83   -7.65   11.28    0.60  230.83
F0000115 930618/2100 22.1278  616.30 4185.80   -6.13   -7.75   11.33    0.64  231.65
F0000116 930618/2100 22.1306  615.38 4197.83   -6.23   -7.83   13.96    0.65  223.82
F0000117 930618/2100 22.1333  612.31 4237.15   -6.14   -8.34    3.44    1.10  232.78
F0000118 930618/2100 22.1361  608.67 4282.80   -6.34   -8.67   -1.70    0.78  234.01
F0000119 930618/2100 22.1389  605.78 4319.29   -6.44   -8.59    3.34    0.79  199.97
F0000120 930618/2100 22.1417  602.37 4363.69   -6.48   -9.11    1.05    1.23  167.69
F0000121 930618/2100 22.1444  597.57 4425.58   -6.62  -10.14    2.61    0.69  143.54
F0000122 930618/2100 22.1472  594.14 4469.52   -6.53  -10.80   14.05    0.37  162.78
F0000123 930618/2100 22.1500  592.69 4489.55   -6.70  -10.87   -6.45    0.52  129.32
F0000124 930618/2100 22.1528  590.69 4517.65   -6.69  -11.75    1.24    0.31  193.30
F0000125 930618/2100 22.1556  589.61 4532.51   -6.83  -11.75    0.38    0.17  259.09
F0000126 930618/2100 22.1583  587.38 4561.22   -6.99  -12.00   -7.77    0.52  239.23
F0000127 930618/2100 22.1611  583.33 4615.83   -7.39  -12.24   10.59    0.79  267.14
F0000128 930618/2100 22.1639  580.61 4653.36   -7.61  -12.51    8.58    0.53  244.30
F0000129 930618/2100 22.1667  580.49 4654.79   -7.52  -12.63   -1.30    0.36  356.31
F0000130 930618/2100 22.1694  578.56 4681.35   -7.77  -12.55    2.80    0.54  311.95
F0000131 930618/2100 22.1722  575.46 4721.83   -8.00  -12.70   -6.20    0.76  287.41
F0000132 930618/2100 22.1750  573.46 4749.17   -8.14  -13.00   -4.65    0.60  245.99
F0000133 930618/2100 22.1778  572.65 4759.48   -8.18  -13.35   -8.78    0.83  209.58
F0000134 930618/2100 22.1806  571.61 4774.47   -8.26  -13.51   -9.46    1.25  172.51
F0000135 930618/2100 22.1833  571.90 4771.99   -8.23  -13.55   -9.56    1.28  169.00
F0000136 930618/2100 22.1861  571.69 4773.31   -8.24  -13.62   -9.17    1.52  167.01
F0000137 930618/2100 22.1889  571.42 4777.43   -8.28  -13.68   -7.57    1.38  153.36
F0000138 930618/2100 22.1917  570.96 4784.15   -8.39  -13.09    4.88    1.31  157.11
F0000139 930618/2100 22.1944  571.43 4779.37   -8.44  -13.03   -1.46    1.01  129.06
F0000140 930618/2100 22.1972  573.52 4750.89   -8.19  -12.97   -1.22    0.67  139.84
F0000141 930618/2100 22.2000  575.10 4731.07   -7.99  -12.89    2.32    0.82  137.77
F0000142 930618/2100 22.2028  574.26 4742.94   -8.09  -12.68    9.35    1.00  135.30
F0000143 930618/2100 22.2056  573.18 4757.23   -8.30  -12.48    3.51    0.98  148.56
F0000144 930618/2100 22.2083  572.56 4765.81   -8.43  -12.43    4.50    1.10  159.85
F0000145 930618/2100 22.2111  572.36 4767.48   -8.46  -12.27   -0.38    1.59  163.98
F0000146 930618/2100 22.2139  572.82 4761.03   -8.36  -12.84   -3.84    1.61  160.07
F0000147 930618/2100 22.2167  573.18 4756.88   -8.30  -12.71   -1.83    1.67  159.03
F0000148 930618/2100 22.2194  573.37 4753.63   -8.20  -13.28    3.19    1.73  154.56
F0000149 930618/2100 22.2222  573.46 4752.45   -7.98  -13.29    9.89    2.03  143.04
F0000150 930618/2100 22.2250  573.36 4755.46   -8.00  -13.28   13.98    2.02  144.68
F0000151 930618/2100 22.2278  573.33 4755.91   -8.08  -13.16   13.70    2.36  151.99
F0000152 930618/2100 22.2306  573.16 4757.95   -8.11  -13.15   14.29    2.26  146.18
F0000153 930618/2100 22.2333  573.06 4758.67   -8.14  -13.09   14.66    2.16  149.81
F0000154 930618/2100 22.2361  572.95 4762.72   -8.19  -13.07   14.06    2.14  152.28
F0000155 930618/2100 22.2389  573.02 4759.85   -8.19  -13.06   13.46    1.98  159.41
F0000156 930618/2100 22.2417  573.06 4758.75   -8.21  -13.07   13.15    2.13  166.88
F0000157 930618/2100 22.2444  573.03 4759.25   -8.16  -13.15   13.91    2.07  176.37
F0000158 930618/2100 22.2472  573.03 4759.16   -8.15  -13.00   13.62    2.38  174.16
F0000159 930618/2100 22.2500  572.89 4760.63   -8.16  -13.03   13.58    2.72  175.83
F0000160 930618/2100 22.2528  573.02 4762.04   -8.14  -12.97   14.56    2.86  176.31
F0000161 930618/2100 22.2556  573.25 4757.33   -7.97  -13.64   13.69    3.06  177.30
F0000162 930618/2100 22.2583  573.25 4757.31   -7.91  -13.79   13.25    3.15  179.48
F0000163 930618/2100 22.2611  573.23 4757.94   -7.87  -14.14   13.73    3.17  184.63
F0000164 930618/2100 22.2639  573.50 4755.39   -7.76  -14.21   14.31    3.05  185.93
F0000165 930618/2100 22.2667  573.57 4752.96   -7.68  -14.22   12.10    2.65  185.93
F0000166 930618/2100 22.2694  573.41 4755.48   -7.73  -14.10    7.55    2.72  184.89
F0000167 930618/2100 22.2722  573.34 4756.70   -7.73  -13.79   12.76    2.85  181.15
F0000168 930618/2100 22.2750  573.51 4753.18   -7.63  -14.10   13.85    3.20  174.78
F0000169 930618/2100 22.2778  573.48 4754.19   -7.65  -13.88   14.12    3.16  173.75
F0000170 930618/2100 22.2806  573.42 4755.11   -7.79  -13.91   14.07    3.36  180.55
F0000171 930618/2100 22.2833  573.42 4755.74   -7.91  -13.40   12.20    3.00  171.83
F0000172 930618/2100 22.2861  573.52 4753.72   -7.85  -13.32   10.59    3.17  167.79
F0000173 930618/2100 22.2889  573.72 4750.90   -7.79  -13.49   14.88    3.08  169.16
F0000174 930618/2100 22.2917  573.69 4750.98   -7.78  -13.70   13.02    2.60  165.00
F0000175 930618/2100 22.2944  573.72 4751.99   -7.86  -13.47   13.65    2.02  160.32
F0000176 930618/2100 22.2972  573.79 4751.03   -7.78  -13.39   13.40    1.70  161.63
F0000177 930618/2100 22.3000  573.92 4748.31   -7.88  -13.43   11.03    1.84  169.92
F0000178 930618/2100 22.3028  574.06 4747.23   -7.87  -13.44   13.65    1.79  173.02
F0000179 930618/2100 22.3056  574.10 4746.44   -7.96  -12.85   13.67    1.60  175.66
F0000180 930618/2100 22.3083  573.86 4748.40   -8.08  -12.62   14.02    1.45  168.84
F0000181 930618/2100 22.3111  573.63 4753.13   -7.98  -13.26   13.43    0.93  166.35
F0000182 930618/2100 22.3139  573.60 4752.45   -8.04  -13.15   13.73    0.61  186.23
F0000183 930618/2100 22.3167  573.63 4752.44   -8.01  -12.70   13.34    0.70  182.34
F0000184 930618/2100 22.3194  573.87 4750.19   -7.96  -13.22   13.39    1.14  186.59
F0000185 930618/2100 22.3222  574.03 4746.50   -8.05  -13.16   14.16    1.00  183.75
F0000186 930618/2100 22.3250  574.01 4747.26   -7.95  -12.78   14.40    1.22  199.36
F0000187 930618/2100 22.3278  574.17 4745.76   -7.90  -13.28   14.28    1.11  189.64
F0000188 930618/2100 22.3306  573.94 4750.03   -7.87  -12.89   14.66    0.94  185.96
F0000189 930618/2100 22.3333  573.80 4750.46   -7.86  -12.37   14.22    0.83  178.52
F0000190 930618/2100 22.3361  573.87 4749.84   -7.83  -12.38   13.33    0.93  185.59
F0000191 930618/2100 22.3389  574.07 4745.82   -7.85  -12.54   13.61    1.06  185.46
F0000192 930618/2100 22.3417  574.07 4746.37   -7.85  -12.68   14.52    0.92  203.06
F0000193 930618/2100 22.3444  573.98 4747.56   -7.90  -12.70   14.17    1.13  212.56
F0000194 930618/2100 22.3472  574.11 4747.31   -8.07  -12.37   13.64    1.08  197.87
F0000195 930618/2100 22.3500  574.14 4747.00   -8.09  -12.18   14.43    0.81  196.02
F0000196 930618/2100 22.3528  572.84 4764.17   -8.35  -11.98   13.89    0.44  199.99
F0000197 930618/2100 22.3556  572.36 4770.76   -8.36  -12.04   14.93    0.68  187.96
F0000198 930618/2100 22.3583  572.86 4763.52   -8.38  -12.01   13.55    0.69  193.02
F0000199 930618/2100 22.3611  573.03 4761.83   -8.39  -11.93   14.47    0.70  199.83
F0000200 930618/2100 22.3639  572.80 4764.33   -8.45  -11.85   13.20    0.84  213.34
F0000201 930618/2100 22.3667  572.83 4764.35   -8.46  -11.76   13.87    1.17  208.49
F0000202 930618/2100 22.3694  573.03 4761.81   -8.48  -11.67   14.44    1.46  210.41
F0000203 930618/2100 22.3722  573.03 4762.32   -8.51  -11.72   15.13    1.81  210.87
F0000204 930618/2100 22.3750  572.96 4763.02   -8.49  -11.84   14.17    1.92  218.56
F0000205 930618/2100 22.3778  572.87 4764.23   -8.43  -11.78   14.59    2.10  230.22
F0000206 930618/2100 22.3806  572.56 4768.53   -8.57  -11.76   15.13    2.28  221.16
F0000207 930618/2100 22.3833  572.43 4768.02   -8.54  -11.86   13.77    2.42  224.89
F0000208 930618/2100 22.3861  572.53 4767.94   -8.52  -11.84   13.39    2.63  224.49
F0000209 930618/2100 22.3889  572.69 4766.62   -8.36  -12.26   14.61    2.79  226.98
F0000210 930618/2100 22.3917  572.82 4763.24   -8.33  -12.18   13.73    2.76  235.25
F0000211 930618/2100 22.3944  573.01 4762.43   -8.34  -12.05   15.22    2.72  239.28
F0000212 930618/2100 22.3972  572.83 4765.60   -8.22  -12.39   13.51    2.14  244.68
F0000213 930618/2100 22.4000  572.46 4771.28   -8.28  -12.12   14.14    2.11  249.96
F0000214 930618/2100 22.4028  572.09 4776.34   -8.29  -12.17   14.85    1.71  254.76
F0000215 930618/2100 22.4056  571.85 4778.72   -8.22  -13.45   14.90    1.79  254.85
F0000216 930618/2100 22.4083  572.11 4774.92   -8.07  -13.77   15.06    1.89  237.71
F0000217 930618/2100 22.4111  572.36 4771.95   -7.82  -13.96   14.68    1.47  240.77
F0000218 930618/2100 22.4139  572.43 4771.65   -7.71  -14.19   14.37    1.40  250.47
F0000219 930618/2100 22.4167  572.46 4771.14   -7.72  -14.22   13.32    1.14  259.47
F0000220 930618/2100 22.4194  572.16 4774.55   -7.80  -14.14    4.49    1.35  241.84
F0000221 930618/2100 22.4222  572.23 4774.24   -7.74  -14.34    2.85    1.73  237.04
F0000222 930618/2100 22.4250  572.29 4773.46   -7.63  -14.48    7.26    2.19  225.43
F0000223 930618/2100 22.4278  572.46 4770.86   -7.58  -14.59   14.30    2.49  227.58
F0000224 930618/2100 22.4306  572.56 4767.95   -7.52  -14.42   11.98    2.47  226.82
F0000225 930618/2100 22.4333  572.49 4770.35   -7.62  -14.28    3.02    2.68  220.79
F0000226 930618/2100 22.4361  572.32 4771.47   -7.71  -14.05   12.21    2.49  219.62
F0000227 930618/2100 22.4389  572.05 4775.48   -7.78  -13.96   13.91    2.59  215.85
F0000228 930618/2100 22.4417  572.27 4770.92   -7.99  -13.93   13.06    2.41  218.91
F0000229 930618/2100 22.4444  572.61 4768.50   -7.97  -13.55   13.38    2.57  221.51
F0000230 930618/2100 22.4472  572.61 4768.33   -7.96  -13.14   13.15    2.70  223.01
F0000231 930618/2100 22.4500  572.44 4770.55   -7.91  -13.58   11.22    2.90  223.46
F0000232 930618/2100 22.4528  572.47 4770.90   -8.03  -12.41   13.94    2.80  219.71
F0000233 930618/2100 22.4556  572.36 4772.55   -8.18  -12.54   14.88    2.71  223.33
F0000234 930618/2100 22.4583  572.26 4773.67   -8.01  -12.51   12.28    3.34  214.06
F0000235 930618/2100 22.4611  572.43 4770.10   -7.97  -12.72    2.67    3.62  213.15
F0000236 930618/2100 22.4639  572.46 4768.67   -7.91  -13.07    0.76    3.36  215.28
F0000237 930618/2100 22.4667  572.30 4769.91   -7.88  -13.00    2.38    3.66  216.41
F0000238 930618/2100 22.4694  572.09 4774.68   -7.82  -13.32    3.64    3.47  217.39
F0000239 930618/2100 22.4722  572.03 4776.17   -7.78  -13.20    2.38    3.54  215.07
F0000240 930618/2100 22.4750  572.33 4770.17   -7.70  -13.33    2.98    3.61  219.71
F0000241 930618/2100 22.4778  572.60 4766.00   -7.58  -13.55    3.23    3.82  218.19
F0000242 930618/2100 22.4806  572.63 4764.36   -7.57  -13.83    2.85    3.90  217.18
F0000243 930618/2100 22.4833  572.60 4766.67   -7.61  -13.66    2.41    3.85  218.58
F0000244 930618/2100 22.4861  572.73 4765.10   -7.65  -13.13    3.41    3.40  216.00
F0000245 930618/2100 22.4889  572.63 4766.01   -7.84  -12.90    2.87    3.33  214.86
F0000246 930618/2100 22.4917  572.47 4768.46   -7.86  -12.86    2.76    3.56  215.18
F0000247 930618/2100 22.4944  572.33 4770.12   -7.97  -11.96    2.00    3.27  213.87
F0000248 930618/2100 22.4972  572.33 4770.72   -8.05  -12.53    1.47    3.15  209.98
F0000249 930618/2100 22.5000  572.36 4769.73   -8.14  -11.97    3.67    2.89  211.24
F0000250 930618/2100 22.5028  572.32 4771.74   -8.26  -11.62    2.78    2.69  209.15
F0000251 930618/2100 22.5056  572.28 4772.47   -8.35  -11.86    3.05    2.38  203.40
F0000252 930618/2100 22.5083  572.25 4773.87   -8.37  -11.92    2.54    2.37  201.15
F0000253 930618/2100 22.5111  572.35 4771.11   -8.41  -12.06    2.97    2.33  198.22
F0000254 930618/2100 22.5139  572.52 4769.14   -8.36  -11.85    2.42    1.88  194.29
F0000255 930618/2100 22.5167  572.53 4769.70   -8.23  -12.49    2.27    2.02  197.05
F0000256 930618/2100 22.5194  572.67 4766.82   -8.18  -11.91    2.68    2.22  204.90
F0000257 930618/2100 22.5222  572.95 4763.72   -8.19  -12.61    5.94    2.33  210.04
F0000258 930618/2100 22.5250  572.81 4765.67   -8.20  -12.26    2.94    2.11  201.65
F0000259 930618/2100 22.5278  572.21 4773.36   -8.23  -12.29    4.41    1.93  202.06
F0000260 930618/2100 22.5306  571.95 4776.62   -8.28  -12.73    3.78    1.93  200.67
F0000261 930618/2100 22.5333  572.12 4775.02   -8.37  -12.71    5.71    2.10  210.97
F0000262 930618/2100 22.5361  572.39 4770.75   -8.45  -11.49   10.16    1.98  223.59
F0000263 930618/2100 22.5389  572.72 4766.44   -8.20  -12.63   14.50    1.95  208.65
F0000264 930618/2100 22.5417  572.67 4769.49   -8.26  -12.71   15.04    1.51  192.48
F0000265 930618/2100 22.5444  572.51 4770.99   -8.39  -12.58   14.93    1.81  193.15
F0000266 930618/2100 22.5472  572.65 4769.89   -8.33  -12.31   13.93    2.13  197.23
F0000267 930618/2100 22.5500  572.69 4767.92   -8.27  -12.44   12.29    2.35  197.63
F0000268 930618/2100 22.5528  572.49 4771.21   -8.35  -12.26   14.19    2.40  190.03
F0000269 930618/2100 22.5556  572.42 4770.92   -8.36  -12.84   14.98    2.48  180.32
F0000270 930618/2100 22.5583  573.13 4763.46   -8.21  -13.03   14.28    2.62  182.69
F0000271 930618/2100 22.5611  575.36 4733.74   -7.98  -13.59   14.20    2.77  166.92
F0000272 930618/2100 22.5639  580.27 4666.80   -7.42  -13.57   15.17    2.96  161.51
F0000273 930618/2100 22.5667  585.65 4596.10   -6.93  -14.30   14.80    3.00  150.34
F0000274 930618/2100 22.5694  591.07 4523.36   -6.38  -13.06   14.66    2.54  170.24
F0000275 930618/2100 22.5722  596.40 4453.69   -6.19  -10.38   14.67    1.33  175.53
F0000276 930618/2100 22.5750  601.34 4388.41   -5.83  -10.13   15.10    0.94  167.18
F0000277 930618/2100 22.5778  605.85 4330.23   -5.47   -9.82   15.04    1.02  122.56
F0000278 930618/2100 22.5806  610.20 4274.59   -5.15   -9.47   14.82    0.81  200.39
F0000279 930618/2100 22.5833  614.60 4217.12   -4.89   -8.65   15.44    1.57  203.14
F0000280 930618/2100 22.5861  619.32 4158.41   -4.40   -9.34   15.10    1.67  209.26
F0000281 930618/2100 22.5889  624.34 4094.17   -4.00  -11.28   14.78    2.44  215.63
F0000282 930618/2100 22.5917  629.55 4028.04   -3.50  -10.43   15.18    2.91  213.13
F0000283 930618/2100 22.5944  635.22 3957.65   -3.22   -8.33   15.65    3.06  233.19
F0000284 930618/2100 22.5972  640.95 3887.39   -2.56   -8.31   15.18    2.62  237.86
F0000285 930618/2100 22.6000  646.81 3814.18   -2.53   -7.80   15.95    4.20  247.69
F0000286 930618/2100 22.6028  652.55 3742.99   -2.15   -6.27   15.05    4.29  250.82
F0000287 930618/2100 22.6056  658.00 3676.93   -1.78   -5.79   16.00    4.67  257.72
F0000288 930618/2100 22.6083  663.39 3612.06   -1.27   -4.71   14.97    4.82  261.23
F0000289 930618/2100 22.6111  668.87 3548.03   -0.71   -4.62   15.26    4.83  259.99
F0000290 930618/2100 22.6139  674.46 3482.06   -0.12   -4.28    3.68    4.96  261.28
F0000291 930618/2100 22.6167  679.88 3418.12    0.38   -4.09    3.01    4.80  261.65
F0000292 930618/2100 22.6194  685.06 3355.47    0.76   -4.11    2.87    4.72  258.07
F0000293 930618/2100 22.6222  690.32 3293.86    1.30   -3.61    2.80    4.91  262.25
F0000294 930618/2100 22.6250  695.41 3233.31    1.81   -3.57    2.63    4.93  266.14
F0000295 930618/2100 22.6278  700.69 3173.97    2.27   -3.58    2.46    4.92  271.98
F0000296 930618/2100 22.6306  705.76 3116.04    2.71   -3.05    4.83    4.07  275.59
F0000297 930618/2100 22.6333  711.10 3054.62    3.22   -2.83    2.57    3.68  280.90
F0000298 930618/2100 22.6361  716.99 2987.69    3.83   -2.83    2.64    3.57  285.83
